Customer ID,Gender,Senior Citizen,tenure,Contract,Internet Service,Online Security,Premium Tech Support,MonthlyCharges,TotalCharges,Churn
1839-FBNFR,Female,No,39,Two Year,No,No,No,19.85,854.8,No
3071-MVJCD,Male,No,72,Two Year,Yes,Yes,Yes,82.3,5815.15,No
1697-BCSHV,Female,No,58,Month-to-Month,Yes,No,No,66.8,3970.4,No
0562-KBDVM,Female,No,70,Two Year,Yes,Yes,Yes,44.6,3058.15,No
1131-SUEKT,Male,No,61,One Year,Yes,No,Yes,98.45,6145.2,No
3717-OEAUQ,Male,No,2,Month-to-Month,Yes,No,No,70.7,129.2,No
4538-WNTMJ,Female,No,46,One Year,No,No,No,24.95,1165.9,No
9432-RUVSL,Female,No,48,Two Year,Yes,Yes,Yes,102.5,4904.25,No
8060-HIWJJ,Male,No,64,Two Year,Yes,No,Yes,86.55,5632.55,No
7684-XSZIY,Male,No,72,Two Year,No,No,No,24.3,1643.25,No
9089-UOWJG,Female,No,12,Month-to-Month,Yes,No,No,58.35,740.55,No
8039-ACLPL,Female,No,72,Two Year,Yes,Yes,No,68.75,4888.2,No
9885-AIBVB,Male,No,29,Month-to-Month,Yes,No,No,85.8,2440.25,No
1934-MKPXS,Male,No,33,One Year,No,No,No,20.1,620.55,No
2592-YKDIF,Female,No,1,Month-to-Month,No,No,No,20.35,20.35,No
2272-JKMSI,Female,No,62,One Year,Yes,No,Yes,110.8,6840.95,No
8714-CTZJW,Female,No,4,Month-to-Month,Yes,No,No,82.85,319.6,No
3569-EDBPQ,Female,No,24,Month-to-Month,Yes,Yes,Yes,84.35,1938.05,No
3131-NWVFJ,Female,No,14,One Year,No,No,No,19.55,294.5,No
7521-YXVZY,Male,No,3,Month-to-Month,No,No,No,19.95,58.3,No
2373-NTKOD,Male,No,8,Month-to-Month,Yes,No,No,66.25,546.45,No
1970-KKFWL,Female,No,35,Two Year,No,No,No,23.3,797.1,No
9337-SRRNI,Male,No,66,Two Year,No,No,No,25.3,1673.8,No
0895-UADGO,Male,No,8,Two Year,Yes,Yes,Yes,44.55,343.45,No
5678-VFNEQ,Female,No,71,One Year,Yes,Yes,No,104.1,7412.25,No
5977-CKHON,Female,No,43,Month-to-Month,Yes,No,No,92.55,4039,No
1830-GGFNM,Male,No,65,Two Year,Yes,Yes,Yes,94.55,6078.75,No
5302-BDJNT,Male,No,35,Month-to-Month,Yes,No,Yes,95.5,3418.2,No
5223-UZAVK,Male,No,64,One Year,Yes,Yes,No,100.3,6603.8,No
4859-ZSRDZ,Female,No,58,Two Year,Yes,No,Yes,55.5,3166.9,No
9350-VLHMB,Male,No,67,Month-to-Month,Yes,No,No,89.55,6373.1,No
3498-LZGQZ,Male,No,63,Two Year,No,No,No,19.15,1177.05,No
8785-CJSHH,Female,No,60,Month-to-Month,Yes,No,No,99.8,5985.75,No
3870-SPZSI,Female,No,70,Two Year,Yes,Yes,Yes,113.05,7869.05,No
7560-QRBXH,Female,No,48,One Year,No,No,No,19.95,936.7,No
7077-XJMET,Male,No,12,Month-to-Month,Yes,No,Yes,74.15,741.4,No
4652-ODEVH,Male,No,45,Two Year,No,No,No,24.45,1088.25,No
6510-UPNKS,Female,No,23,One Year,No,No,No,24.8,615.35,No
6718-BDGHG,Female,No,43,One Year,Yes,No,Yes,64.85,2908.2,No
9046-DQMTP,Male,No,35,Month-to-Month,No,No,No,20.75,739.9,No
6439-LAJXL,Male,No,9,Month-to-Month,Yes,Yes,Yes,68.95,593.85,No
1666-JZPZT,Male,No,27,Month-to-Month,Yes,No,No,49,1291.35,No
5777-KJIRB,Female,No,40,One Year,Yes,No,No,50.25,2023.55,No
7677-SJJJK,Male,No,8,One Year,No,No,No,19.9,153.95,No
3253-HKOKL,Female,No,52,One Year,Yes,Yes,No,100.3,5244.45,No
7055-HNEOJ,Male,No,3,Month-to-Month,Yes,No,Yes,55.8,154.55,No
5514-YQENT,Male,No,41,Two Year,Yes,Yes,Yes,111.15,4507.15,No
3211-AAPKX,Male,No,20,Month-to-Month,Yes,No,Yes,98.55,2031.95,No
8445-DNBAE,Male,No,1,Month-to-Month,Yes,No,No,50.05,50.05,No
2958-NHPPS,Male,No,23,Month-to-Month,No,No,No,20.85,473.9,No
1735-XMJVH,Male,No,8,Month-to-Month,No,No,No,19.35,152.6,No
6890-PFRQX,Male,No,18,Month-to-Month,Yes,Yes,No,69.5,1199.4,No
5899-OUVKV,Male,No,31,Month-to-Month,Yes,No,No,94.5,2979.2,No
8681-ICONS,Male,No,29,Month-to-Month,No,No,No,20.65,654.85,No
1621-YNCJH,Female,No,36,Two Year,Yes,Yes,Yes,106.05,3834.4,No
6362-QHAFM,Male,No,42,One Year,Yes,No,Yes,108.3,4586.15,No
3070-BDOQC,Female,No,60,Two Year,Yes,No,No,99.65,5941.05,No
6234-PFPXL,Male,No,22,Month-to-Month,Yes,Yes,Yes,95.9,2234.95,No
9824-QCJPK,Male,No,36,One Year,No,No,No,20,666.75,No
4283-IVYCI,Male,No,9,Month-to-Month,Yes,Yes,Yes,64.95,547.8,No
1866-OBPNR,Male,No,1,Month-to-Month,Yes,No,No,74.6,74.6,No
8205-MQUGY,Male,No,12,Month-to-Month,Yes,Yes,No,49.2,571.15,No
8970-ANWXO,Female,No,23,One Year,Yes,No,Yes,73.75,1756.6,No
9480-BQJEI,Male,No,62,One Year,Yes,Yes,No,92.3,5731.45,No
6979-TNDEU,Female,No,8,Month-to-Month,No,No,No,19.2,156.85,No
9777-WJJPR,Male,No,31,Month-to-Month,Yes,No,No,88.65,2683.2,No
9495-SKLKD,Male,No,45,Month-to-Month,Yes,No,No,95.95,4456.65,No
5067-DGXLL,Male,No,2,Month-to-Month,No,No,No,20.25,36.8,No
6281-FKEWS,Female,No,44,One Year,Yes,No,No,49.05,2265,No
8898-KASCD,Male,No,39,One Year,Yes,No,Yes,35.55,1309.15,No
9242-TKFSV,Male,No,72,Two Year,Yes,Yes,Yes,65.1,4754.3,No
0743-HNPFG,Female,No,51,One Year,Yes,Yes,Yes,69.75,3562.5,No
5035-PGZXH,Female,No,56,One Year,Yes,No,No,106.8,5914.4,No
8695-WDYEA,Male,No,1,Month-to-Month,Yes,Yes,No,51.25,51.25,No
6543-JXSOO,Female,No,23,One Year,Yes,Yes,Yes,57.75,1282.85,No
8605-ITULD,Female,No,1,Month-to-Month,No,No,No,19.55,19.55,No
6416-YJTTB,Male,No,11,Month-to-Month,Yes,Yes,No,79.5,795.65,No
4472-VESGY,Female,No,52,Month-to-Month,Yes,Yes,No,98.15,4993.4,No
3195-TQDZX,Male,No,3,Month-to-Month,No,No,No,20.25,61.45,No
3128-YOVTD,Female,No,51,Month-to-Month,Yes,Yes,No,79.15,4018.55,No
7041-TXQJH,Female,No,37,Month-to-Month,Yes,No,No,40.2,1478.85,No
5014-GSOUQ,Male,No,13,Two Year,No,No,No,19.95,243.65,No
5724-BIDBU,Male,No,49,One Year,Yes,Yes,No,55.35,2633.95,No
1769-GRUIK,Female,No,18,Month-to-Month,Yes,No,No,71.1,1247.75,No
8819-WFGGJ,Male,No,68,Two Year,Yes,Yes,No,54.1,3794.5,No
7427-AUFPY,Male,No,54,Two Year,No,No,No,19.65,1008.7,No
7898-PDWQE,Male,No,71,Two Year,Yes,Yes,Yes,80.4,5727.15,No
9972-EWRJS,Female,No,67,Two Year,No,No,No,19.25,1372.9,No
9314-IJWSQ,Female,No,14,Month-to-Month,Yes,No,No,84.8,1203.9,No
5799-JRCZO,Female,No,63,Two Year,No,No,No,19.5,1215.1,No
1921-KYSAY,Female,No,41,One Year,Yes,No,Yes,68.6,2877.05,No
6198-RTPMF,Female,No,17,Month-to-Month,Yes,No,No,92.6,1579.7,No
2924-KHUVI,Male,No,56,One Year,Yes,Yes,No,100.55,5514.95,No
1925-GMVBW,Female,No,5,Month-to-Month,No,No,No,20.55,96.1,No
6184-DYUOB,Female,No,3,Month-to-Month,No,No,No,19.6,55.25,No
9207-ZPANB,Male,No,37,One Year,Yes,Yes,Yes,67.45,2443.3,No
9327-QSDED,Male,No,8,Month-to-Month,Yes,No,No,43.55,335.4,No
1656-DRSMG,Female,No,63,Month-to-Month,Yes,No,Yes,109.85,7002.95,No
3012-VFFMN,Female,No,7,Month-to-Month,No,No,No,20.65,158.95,No
2984-AFWNC,Female,No,3,Month-to-Month,Yes,No,No,95.4,293.15,No
0640-YJTPY,Male,No,72,Two Year,No,No,No,21,1493.75,No
8096-LOIST,Female,No,19,Month-to-Month,Yes,No,No,56.2,1093.4,No
9764-REAFF,Female,No,59,Two Year,No,No,No,18.4,1057.85,No
7107-UBYKY,Female,No,35,Month-to-Month,No,No,No,25.75,882.55,No
4881-GQJTW,Male,No,14,Month-to-Month,No,No,No,19.6,300.4,No
7876-DNYAP,Female,No,69,Two Year,No,No,No,19.8,1436.95,No
2882-WDTBA,Male,No,69,Two Year,Yes,Yes,Yes,75.75,5388.15,No
2091-GPPIQ,Female,No,72,Two Year,Yes,No,Yes,78.95,5730.15,No
5071-FBJFS,Female,No,4,Month-to-Month,Yes,Yes,No,50.3,217.1,No
2796-UUZZO,Male,No,63,Month-to-Month,Yes,No,No,80.3,4896.35,No
2429-AYKKO,Male,No,72,Two Year,No,No,No,19.85,1434.1,No
9798-OPFEM,Female,No,46,Two Year,No,No,No,21.1,937.1,No
3794-NFNCH,Male,No,30,Month-to-Month,Yes,No,No,50,1474.9,No
5193-QLVZB,Male,No,63,Two Year,Yes,No,No,104.75,6536.5,No
7114-AEOZE,Female,No,60,Two Year,No,No,No,19.85,1128.1,No
5522-NYKPB,Male,No,25,Month-to-Month,Yes,No,Yes,85.9,2199.05,No
6518-KZXCB,Male,No,22,Two Year,No,No,No,25.25,566.5,No
2245-ADZFJ,Female,No,31,Two Year,Yes,No,Yes,80.55,2471.6,No
7776-QGYJC,Female,No,39,Month-to-Month,Yes,No,Yes,81.5,3107.3,No
9313-QOLTZ,Male,No,26,Month-to-Month,No,No,No,20.9,518.3,No
4672-FOTSD,Male,No,12,Month-to-Month,Yes,Yes,Yes,67.25,832.3,No
9818-XQCUV,Female,No,2,Month-to-Month,No,No,No,20.35,45.3,No
7338-ERIVA,Male,No,39,One Year,Yes,Yes,Yes,45.05,1790.6,No
8259-NFJTV,Female,No,7,Month-to-Month,Yes,Yes,Yes,34.65,246.6,No
6968-GMKPR,Female,No,55,Month-to-Month,Yes,No,No,81.55,4509.5,No
4751-ERMAN,Male,No,72,Two Year,Yes,No,No,75.4,5480.25,No
1436-ZMJAN,Female,No,10,Month-to-Month,Yes,No,No,67.8,653.15,No
0799-DDIHE,Female,No,15,Month-to-Month,Yes,No,No,46.3,639.45,No
3070-FNFZQ,Female,No,23,Two Year,No,No,No,20.4,478.75,No
2812-SFXMJ,Male,No,1,Month-to-Month,No,No,No,20.05,20.05,No
5014-WUQMG,Male,No,47,One Year,Yes,Yes,No,96.1,4391.45,No
5312-TSZVC,Female,No,15,One Year,No,No,No,19.65,270.6,No
2782-JEEBU,Male,No,21,Month-to-Month,Yes,No,Yes,36,780.15,No
5127-BZENZ,Female,No,56,One Year,Yes,Yes,No,65.2,3512.15,No
2720-FVBQP,Female,No,6,Month-to-Month,Yes,No,No,48.95,273.25,No
4522-XRWWI,Male,No,42,One Year,Yes,Yes,Yes,80.45,3375.9,No
3766-EJLFL,Female,No,68,Two Year,Yes,Yes,Yes,109.05,7508.55,No
5939-SXWHM,Male,No,48,Two Year,No,No,No,26.3,1245.05,No
7643-RCHXS,Female,No,63,Two Year,No,No,No,19.35,1263.85,No
8246-SHFGA,Male,No,17,Month-to-Month,No,No,No,21.1,385.55,No
0620-XEFWH,Male,No,4,Month-to-Month,No,No,No,18.85,84.2,No
6485-QXWWE,Female,No,62,Two Year,No,No,No,26,1638.7,No
7321-VGNKU,Female,No,2,Month-to-Month,Yes,No,No,70.35,120.25,No
5327-CNLUQ,Male,No,48,Two Year,Yes,Yes,No,96.9,4473.45,No
7552-KEYGT,Male,No,27,Two Year,No,No,No,19.55,520.55,No
5816-JMLGY,Female,No,70,Two Year,Yes,No,Yes,80.4,5717.85,No
2927-QRRQV,Male,No,46,One Year,Yes,No,No,94.65,4312.5,No
6265-SXWBU,Male,No,69,One Year,Yes,No,No,95.75,6511.25,No
7941-RCJOW,Male,No,65,Two Year,No,No,No,19.55,1218.65,No
2387-KDZQY,Male,No,17,One Year,No,No,No,20.1,279.5,No
3584-WKTTW,Male,No,51,One Year,Yes,Yes,Yes,111.55,5720.35,No
3399-BMLVW,Male,No,51,Two Year,Yes,Yes,Yes,60.5,3121.45,No
1971-DTCZB,Female,No,72,Two Year,Yes,Yes,Yes,90.95,6468.6,No
3374-PZLXD,Male,No,34,Month-to-Month,No,No,No,19.7,675.6,No
3813-DHBBB,Male,No,67,Two Year,Yes,Yes,Yes,50.95,3521.7,No
2812-REYAT,Female,No,49,One Year,No,No,No,20.05,923.1,No
6518-PPLMZ,Male,No,53,Two Year,No,No,No,19.4,1110.35,No
4939-KYYPY,Male,No,27,Month-to-Month,Yes,No,Yes,59.45,1611.65,No
5930-GBIWP,Male,No,69,Two Year,Yes,Yes,Yes,81.5,5553.25,No
6022-KOUQO,Female,No,2,Month-to-Month,Yes,No,Yes,29.05,44.75,No
2361-UPSND,Female,No,46,One Year,Yes,Yes,Yes,70.6,3231.05,No
6035-RIIOM,Female,No,54,Two Year,Yes,No,No,97.2,5129.45,No
9504-DSHWM,Male,No,20,Month-to-Month,Yes,Yes,Yes,59.2,1191.2,No
5035-BVCXS,Male,No,11,Month-to-Month,Yes,No,No,75.9,866.4,No
3533-UVMOM,Male,No,68,Two Year,Yes,Yes,No,70.95,4741.45,No
1478-VPOAD,Female,No,1,Month-to-Month,Yes,No,No,43.8,43.8,No
9995-HOTOH,Male,No,63,Two Year,Yes,Yes,No,59,3707.6,No
2988-PLAHS,Female,No,3,One Year,Yes,No,No,69.95,220.45,No
1371-OJCEK,Female,No,48,One Year,No,No,No,24.35,1133.7,No
4999-IEZLT,Male,No,66,One Year,Yes,No,Yes,29.45,1983.15,No
8883-ANODQ,Female,No,68,Two Year,Yes,No,No,84.4,5746.75,No
2351-RRBUE,Female,No,7,One Year,No,No,No,20.65,134.05,No
5980-BDHPY,Male,No,72,Two Year,Yes,Yes,Yes,87.1,6230.1,No
1498-DQNRX,Female,No,29,Month-to-Month,No,No,No,19.85,573.05,No
9469-WEJBT,Male,No,37,Month-to-Month,Yes,No,Yes,90.35,3419.3,No
2581-VKIRT,Female,No,59,One Year,Yes,Yes,Yes,65.5,3801.3,No
2851-MMUTZ,Female,No,27,Month-to-Month,Yes,No,Yes,56.15,1439.35,No
3307-TLCUD,Male,No,17,Month-to-Month,Yes,Yes,No,34.4,592.75,No
6625-FLENO,Male,No,58,Two Year,No,No,No,20.75,1185.95,No
2967-MXRAV,Male,No,1,One Year,No,No,No,18.8,18.8,No
8189-HBVRW,Female,No,53,Month-to-Month,Yes,Yes,No,90.8,4921.2,No
4163-KIUHY,Male,No,35,Month-to-Month,No,No,No,25.6,901.25,No
3500-NSDOA,Male,No,68,Two Year,Yes,No,Yes,70.8,4859.95,No
1171-TYKUR,Male,No,47,Month-to-Month,No,No,No,25.4,1139.2,No
1219-NNDDO,Female,No,9,Month-to-Month,Yes,No,No,76.85,663.55,No
8388-DMKAE,Female,No,8,Two Year,No,No,No,20.25,174.65,No
4403-BWPAY,Male,No,14,One Year,No,No,No,24.8,321.7,No
9659-QEQSY,Female,No,45,Month-to-Month,Yes,Yes,Yes,115.65,5125.5,No
5405-ZMYXQ,Female,No,8,Month-to-Month,Yes,No,No,74.6,548.9,No
1442-OKRJE,Male,No,66,One Year,Yes,Yes,No,103.15,7031.3,No
4737-AQCPU,Male,No,72,Two Year,Yes,Yes,Yes,72.1,5016.65,No
2808-CHTDM,Female,No,23,Two Year,No,No,No,25.1,611.45,No
0793-TWELN,Female,No,4,Month-to-Month,Yes,Yes,No,80.15,319.85,No
3283-WCWXT,Male,No,6,Two Year,No,No,No,25.4,153.3,No
5451-MHQOF,Male,No,56,One Year,No,No,No,24.45,1431.65,No
4836-WNFNO,Female,No,72,Two Year,No,No,No,25,1849.2,No
9225-BZLNZ,Male,No,72,Two Year,Yes,Yes,No,85.25,6083.1,No
0354-VXMJC,Male,No,23,Two Year,No,No,No,19.6,426.65,No
4422-QVIJA,Female,No,35,Month-to-Month,Yes,No,No,50.15,1655.35,No
8332-OSJDW,Male,No,12,One Year,No,No,No,26.4,314.95,No
4735-BJKOU,Female,No,40,Two Year,No,No,No,20.15,804.85,No
0274-JKUJR,Male,No,7,Month-to-Month,Yes,Yes,No,58.85,465.7,No
5740-YHGTW,Male,No,70,Month-to-Month,Yes,Yes,No,97.55,6669.05,No
8917-SZTTJ,Male,No,60,Two Year,No,No,No,19.65,1161.75,No
1696-MZVAU,Male,No,39,One Year,Yes,No,No,25.25,947.75,No
7359-WWYJV,Male,No,72,Two Year,Yes,Yes,Yes,114.45,8375.05,No
4906-ZHGPK,Male,No,54,One Year,Yes,No,Yes,70.7,3770,No
3795-GWTRD,Female,No,63,Two Year,Yes,Yes,Yes,75.55,4707.85,No
1298-PHBTI,Male,No,71,Two Year,Yes,No,Yes,84.8,6152.4,No
6223-DHJGV,Female,No,42,One Year,No,No,No,20.65,958.1,No
6961-MJKBO,Male,No,47,Two Year,No,No,No,20.45,943,No
8158-WPEZG,Male,No,11,Month-to-Month,Yes,No,Yes,35.65,425.1,No
0727-BNRLG,Male,No,69,Two Year,Yes,No,Yes,97.65,6743.55,No
6435-SRWBJ,Female,No,5,Month-to-Month,Yes,No,Yes,82.75,417.75,No
9964-WBQDJ,Female,No,71,Two Year,No,No,No,24.4,1725.4,No
6303-KFWSL,Female,No,29,One Year,Yes,No,No,55.25,1620.2,No
1702-CCFNJ,Male,No,52,Month-to-Month,Yes,No,Yes,61.35,3169.55,No
8932-CZHRQ,Male,No,68,One Year,Yes,Yes,No,76.75,5233.25,No
0386-CWRGM,Female,No,46,Two Year,No,No,No,19.4,967.85,No
5515-RUGKN,Male,No,8,Month-to-Month,Yes,No,No,54.75,438.05,No
0404-AHASP,Male,No,72,Two Year,No,No,No,19.7,1421.9,No
7279-NMVJC,Female,No,17,One Year,No,No,No,19.9,323.15,No
2081-VEYEH,Male,No,3,Month-to-Month,Yes,No,Yes,107.95,318.6,No
9060-HJJRW,Female,No,51,One Year,Yes,No,No,56.4,2928.5,No
2587-YNLES,Female,No,6,Two Year,No,No,No,20.1,100.35,No
7398-SKNQZ,Female,No,3,Month-to-Month,Yes,No,No,94.9,273.2,No
1958-RNRKS,Male,No,30,Month-to-Month,Yes,No,No,49.9,1441.95,No
5136-RGMZO,Male,No,31,Month-to-Month,Yes,No,Yes,71.05,2168.15,No
8345-MVDYC,Female,No,45,Two Year,Yes,Yes,Yes,81.65,3618.7,No
8226-BXGES,Male,No,64,One Year,Yes,Yes,No,89.45,5692.65,No
1015-OWJKI,Male,No,1,Month-to-Month,No,No,No,19.05,19.05,No
2040-XBAVJ,Male,No,72,Two Year,Yes,Yes,Yes,114.45,8100.55,No
8887-IPQNC,Female,No,7,Month-to-Month,Yes,No,No,44.25,313.45,No
8646-JCOMS,Female,No,66,One Year,Yes,No,Yes,90.55,6130.95,No
1222-KJNZD,Male,No,40,Month-to-Month,No,No,No,20.4,745.3,No
0106-GHRQR,Male,No,16,Month-to-Month,Yes,No,No,71.4,1212.1,No
3768-VHXQO,Male,No,67,Two Year,No,No,No,24.85,1583.5,No
8952-WCVCD,Female,No,41,One Year,Yes,Yes,No,104.45,4162.05,No
2418-TPEUN,Female,No,56,Two Year,No,No,No,19.8,1119.9,No
3963-RYFNS,Female,No,72,Two Year,Yes,Yes,Yes,116.45,8013.55,No
8540-ZQGEA,Female,No,54,Two Year,No,No,No,20.05,1102.4,No
4137-JOPHL,Female,No,50,Two Year,Yes,No,Yes,89.7,4304.5,No
7801-CEDNV,Male,No,27,One Year,Yes,Yes,No,48.7,1421.75,No
3658-QQJYD,Male,No,62,One Year,Yes,Yes,No,74.3,4698.05,No
1803-BGNBD,Female,No,12,Month-to-Month,Yes,No,Yes,54.3,654.5,No
6950-TWMYB,Male,No,54,Two Year,Yes,No,Yes,79.95,4362.05,No
5848-FHRFC,Female,No,68,Two Year,No,No,No,20.05,1386.9,No
2243-FNMMI,Male,No,20,Month-to-Month,No,No,No,19.4,415.4,No
2511-MORQY,Male,No,50,One Year,Yes,No,No,54.9,2614.1,No
5356-KZCKT,Male,No,58,Two Year,No,No,No,24.45,1513.6,No
9470-XCCEM,Male,No,35,Month-to-Month,Yes,No,No,89.65,3161.6,No
6519-CFDBX,Female,No,2,Month-to-Month,Yes,No,No,45.4,80.95,No
3902-MIVLE,Male,No,63,Two Year,Yes,Yes,Yes,75.7,4676.7,No
0409-WTMPL,Female,No,58,One Year,Yes,Yes,No,110.65,6526.65,No
8763-KIAFH,Female,No,27,One Year,No,No,No,20.55,583.3,No
3669-WHAFY,Female,No,71,Two Year,Yes,Yes,Yes,115.15,8078.1,No
3055-VTCGS,Female,No,63,One Year,Yes,No,No,58.55,3503.5,No
3144-KMTWZ,Male,No,71,Month-to-Month,Yes,No,No,93.25,6669.45,No
2007-QVGAW,Female,No,68,Two Year,No,No,No,19.35,1292.65,No
5207-PLSTK,Male,No,1,Month-to-Month,Yes,Yes,No,48.75,48.75,No
2155-AMQRX,Female,No,28,Month-to-Month,Yes,No,Yes,54.9,1505.15,No
6181-AXXYF,Male,No,72,Two Year,No,No,No,24.75,1859.1,No
5091-HFAZW,Female,No,2,Month-to-Month,Yes,Yes,No,91.15,168.5,No
1568-LJSZU,Male,No,68,Two Year,Yes,Yes,Yes,92.2,6392.85,No
7416-CKTEP,Female,No,57,Two Year,No,No,No,19.6,1134.25,No
2586-CWXVV,Male,No,54,Month-to-Month,Yes,No,No,30.4,1621.35,No
2348-KCJLT,Female,No,44,One Year,Yes,Yes,No,61.5,2722.2,No
8401-EMUWF,Male,No,42,Month-to-Month,Yes,Yes,No,69.4,3058.3,No
4193-IBKSW,Male,No,72,Two Year,No,No,No,24.75,1769.6,No
5377-NDTOU,Female,No,71,Two Year,Yes,Yes,Yes,91.05,6293.75,No
2474-LCNUE,Female,No,23,Month-to-Month,Yes,No,Yes,73.65,1642.75,No
0839-QNXME,Female,No,30,Two Year,No,No,No,19.4,578.5,No
3506-OVLKD,Male,No,35,One Year,No,No,No,26.2,954.9,No
6650-VJONK,Male,No,1,Month-to-Month,Yes,No,No,43.85,43.85,No
2178-PMGCJ,Male,No,22,Month-to-Month,Yes,No,No,69.7,1490.4,No
7492-TAFJD,Male,No,7,Two Year,Yes,Yes,No,38.55,280,No
2773-MADBQ,Female,No,36,Two Year,Yes,Yes,Yes,53.1,1901.25,No
6016-LVTJQ,Female,No,34,Month-to-Month,No,No,No,20.65,716.4,No
7860-KSUGX,Male,No,72,Two Year,Yes,Yes,No,64.45,4720,No
8966-KZXXA,Male,No,36,Two Year,No,No,No,25.1,930.95,No
5149-QYTTU,Female,No,71,One Year,Yes,Yes,Yes,95.15,6770.85,No
2085-BOJKI,Male,No,17,One Year,Yes,No,No,96.65,1588.25,No
0817-HSUSE,Male,No,1,Month-to-Month,Yes,No,Yes,75.5,75.5,No
5442-PPTJY,Male,No,12,Two Year,No,No,No,19.7,258.35,No
1927-QEWMY,Female,No,72,Two Year,No,No,No,20.5,1502.25,No
1663-MHLHE,Male,No,1,Month-to-Month,No,No,No,19.2,19.2,No
4450-MDZFX,Male,No,60,Month-to-Month,Yes,No,No,74.35,4453.3,No
6701-DHKWQ,Female,No,61,Two Year,Yes,No,Yes,51.35,3244.4,No
7554-AKDQF,Female,No,6,Month-to-Month,Yes,No,No,45.65,323.45,No
0794-YVSGE,Male,No,72,Two Year,No,No,No,20.3,1401.15,No
5423-BHIXO,Female,No,32,Month-to-Month,Yes,No,No,54.2,1739.6,No
6908-VVYHM,Male,No,65,Month-to-Month,Yes,No,No,90.65,5931,No
2959-EEXWB,Female,No,45,Month-to-Month,Yes,Yes,No,50.9,2333.85,No
1839-UMACK,Male,No,42,One Year,No,No,No,25.05,949.85,No
3030-YDNRM,Male,No,8,Month-to-Month,Yes,No,No,74.85,572.45,No
7321-KKSDU,Male,No,32,Two Year,No,No,No,20.5,696.8,No
8286-AFUYI,Male,No,1,Month-to-Month,Yes,Yes,No,47.95,47.95,No
8356-WUAOJ,Female,No,1,Month-to-Month,Yes,No,No,45,45,No
9350-ZXYJC,Female,No,4,Two Year,No,No,No,25.3,116.95,No
8958-JPTRR,Female,No,56,One Year,No,No,No,24.3,1261.7,No
6959-GQEGV,Male,No,45,Month-to-Month,Yes,Yes,No,75.95,3273.8,No
3173-WSSUE,Female,No,71,Two Year,No,No,No,19.7,1415.85,No
1265-HVPZB,Male,No,59,One Year,Yes,Yes,No,66.4,3958.2,No
4115-UMJFQ,Male,No,69,One Year,Yes,No,No,35.75,2492.25,No
7369-TRPFD,Male,No,19,One Year,No,No,No,18.8,279.2,No
1098-KFQEC,Female,No,55,Two Year,No,No,No,19.4,1083,No
7190-XHTWJ,Female,No,38,One Year,No,No,No,19.3,755.5,No
5296-BFCYD,Male,No,46,Two Year,No,No,No,20.1,936.85,No
9359-JANWS,Female,No,65,Two Year,Yes,Yes,Yes,58.9,3857.1,No
3279-DYZQM,Male,No,71,Two Year,No,No,No,19.45,1378.45,No
9575-IWCAZ,Male,No,6,One Year,No,No,No,25.1,171,No
7940-UQQUG,Female,No,64,One Year,Yes,Yes,Yes,104.4,6721.6,No
3961-SXAXY,Male,No,1,Month-to-Month,Yes,No,No,44.05,44.05,No
7010-BRBUU,Male,No,72,Two Year,No,No,No,24.1,1734.65,No
3566-HJGPK,Male,No,1,Month-to-Month,Yes,No,No,45.55,45.55,No
3062-ICYZQ,Female,No,51,Month-to-Month,Yes,Yes,No,93.8,4539.35,No
9938-PRCVK,Female,No,41,Two Year,No,No,No,19.7,804.25,No
0973-KYVNF,Female,No,72,Two Year,Yes,Yes,No,70.65,5011.15,No
5129-HHMZC,Female,No,43,Two Year,Yes,Yes,Yes,86.45,3574.5,No
9637-CDTKZ,Male,No,72,Two Year,Yes,Yes,Yes,114.1,8086.4,No
3946-JEWRQ,Male,No,47,One Year,Yes,No,No,95.2,4563,No
7873-CVMAW,Male,No,72,Two Year,Yes,Yes,Yes,88.55,6362.35,No
0463-WZZKO,Male,No,3,Month-to-Month,No,No,No,20.75,67.1,No
4524-QCSSM,Male,No,26,Month-to-Month,Yes,Yes,No,44.65,1156.55,No
5832-EXGTT,Male,No,29,Month-to-Month,Yes,Yes,No,60.2,1834.15,No
2039-JONDJ,Male,No,27,One Year,Yes,Yes,No,55.45,1477.65,No
7217-JYHOQ,Male,No,24,Month-to-Month,Yes,Yes,Yes,70.3,1706.45,No
6695-FRVEC,Male,No,67,Two Year,Yes,Yes,Yes,60.4,3953.7,No
9894-QMIMJ,Female,No,23,One Year,Yes,No,No,55.8,1327.85,No
8069-YQQAJ,Male,No,14,Month-to-Month,Yes,No,No,31.1,419.7,No
3466-WAESX,Male,No,16,Month-to-Month,Yes,Yes,No,69.1,1083.7,No
9281-PKKZE,Female,No,46,Month-to-Month,Yes,No,No,43.95,2007.85,No
3638-VBZTA,Male,No,68,Two Year,Yes,Yes,Yes,86.5,5882.75,No
7459-IMVYU,Male,No,38,Month-to-Month,Yes,Yes,Yes,69.95,2657.55,No
8563-OYMQY,Male,No,17,Month-to-Month,Yes,No,No,90.95,1612.2,No
0754-EEBDC,Male,No,4,Two Year,No,No,No,19.9,76.65,No
5777-ZPQNC,Female,No,12,One Year,No,No,No,20.15,260.7,No
1951-IEYXM,Male,No,72,Two Year,Yes,Yes,Yes,90.6,6441.85,No
3318-NMQXL,Male,No,3,Month-to-Month,Yes,No,No,92,266.8,No
